sentence1,sentence2,label
"David Livingston directed the episode , which was his second episode of the season having previously directed "" <unk> "" .","Most of the guest stars had appeared in the previous episode "" Awakening "" , including Robert Foxworth as Administrator V 'Las , Kara Zediker as T 'Pau and John Rubinstein as <unk> .",0
"David Livingston directed the episode , which was his second episode of the season having previously directed "" <unk> "" .",D Company subsequently returned and was allocated a position between C Company and the Borderers .,1
"An inshore species , the tawny nurse shark inhabits continental and insular shelves over sandy flats or beds of seagrass , as well as along the outer edges of coral or rocky reefs .","This shark may be found from the surf zone , often in water barely deep enough to cover its body , to a maximum depth of 70 m ( 230 ft ) on coral reefs ; it is most common at a depth of 5 – 30 m ( 16 – 98 ft ) .",0
"An inshore species , the tawny nurse shark inhabits continental and insular shelves over sandy flats or beds of seagrass , as well as along the outer edges of coral or rocky reefs .",Niassa ( named after a Mozambican province ) was preparing to leave Lisbon with troops to be deployed in Guinea .,1
This time Julio Jones ran the ball 56 @-@ yards for a touchdown to extend the Alabama lead to 27 – 3 .,Shelley scored Alabama 's final points in the fourth on a 28 @-@ yard field goal with State scoring their lone touchdown late on a 27 @-@ yard Chad <unk> touchdown reception from Tyler Russell .,0
This time Julio Jones ran the ball 56 @-@ yards for a touchdown to extend the Alabama lead to 27 – 3 .,"A more positive view of WNO came from Scotland , where the two main newspapers , The Scotsman and The Herald , greeted a visit from the company in 2005 with enthusiastic praise , contrasting the flourishing of opera in Wales with its neglect by politicians in Scotland and the consequent decline of Scottish Opera .",1
"Rzepecki is a goalball player , and for visual disability sports , is classified as a <unk> competitor .",She is a centre and winger .,0
"Rzepecki is a goalball player , and for visual disability sports , is classified as a <unk> competitor .",<unk> reagents are much rarer but have been described :,1
"While reviewing the Hannah Montana : The Movie soundtrack , Heather <unk> of Allmusic said the song "" fits in smoothly with an acoustic version of Rascal Flatts ' witty ' <unk> ' "" .","Jon Caramanica of The New York Times said , "" His hard @-@ won insight is the next best thing to a good <unk> . """,0
"While reviewing the Hannah Montana : The Movie soundtrack , Heather <unk> of Allmusic said the song "" fits in smoothly with an acoustic version of Rascal Flatts ' witty ' <unk> ' "" .","With Homer looking on from the <unk> , Lisa reminds Bart that cartoons do not simply reproduce reality , a point <unk> on as a second Homer meanders past the living @-@ room window .",1
"During the 2011 NBA <unk> , The New York Times wrote that Jordan led a group of 10 to 14 hardline owners wanting to cap the players ' share of basketball @-@ related income at 50 percent and as low as 47 .","Journalists observed that , during the labor dispute in 1998 , Jordan had told Washington Wizards then @-@ owner Abe <unk> , "" If you can 't make a profit , you should sell your team . """,0
"During the 2011 NBA <unk> , The New York Times wrote that Jordan led a group of 10 to 14 hardline owners wanting to cap the players ' share of basketball @-@ related income at 50 percent and as low as 47 .","To protect themselves against falling objects , some high scalers took cloth hats and dipped them in tar , allowing them to harden .",1
The <unk> Bells Project at Canadian Forces Base <unk> Naval and Military Museum includes information about the baptism of babies in the ship 's bell .,"The bell is currently held by the Royal Canadian Legion , <unk> , British Columbia .",0
The <unk> Bells Project at Canadian Forces Base <unk> Naval and Military Museum includes information about the baptism of babies in the ship 's bell .,"A binary star system that includes a nearby white dwarf can produce certain types of these spectacular stellar explosions , including the nova and a Type <unk> supernova .",1
"However , Asus managed to provide them a specialized BIOS that entirely <unk> the address space allocation of the GTX 295 video cards .",The BIOS @-@ replacement <unk> was not tested .,0
"However , Asus managed to provide them a specialized BIOS that entirely <unk> the address space allocation of the GTX 295 video cards .",Medieval Jewish sources also usually identified Qedar with Arabs and / or Muslims .,1
"For example , it is possible to find shortest paths and longest paths from a given starting vertex in DAGs in linear time by processing the vertices in a topological order , and <unk> the path length for each vertex to be the minimum or maximum length obtained via any of its incoming edges .","In contrast , for arbitrary graphs the shortest path may require slower algorithms such as <unk> 's algorithm or the <unk> – Ford algorithm , and longest paths in arbitrary graphs are NP @-@ hard to find .",0
"For example , it is possible to find shortest paths and longest paths from a given starting vertex in DAGs in linear time by processing the vertices in a topological order , and <unk> the path length for each vertex to be the minimum or maximum length obtained via any of its incoming edges .",= = = Second bush trip ; dissolution = = =,1
